Geneid	Length	RNA-seq_Gametocyte_WT_1	RNA-seq_Gametocyte_WT_2	RNA-seq_Gametocyte_WT_3	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_1019200	891	1536	1109	339	176	724	89
PBANKA_1019300	1245	225	120	45	39	94	33
PBANKA_1019310	144	23	10	10	12	28	6
PBANKA_1019320	269	282	71	33	28	143	8
PBANKA_1019330	87	180	84	19	41	87	13
PBANKA_1019360	99	160	66	40	19	115	6
PBANKA_1019370	77	30	5	1	7	69	4
PBANKA_1019380	105	35	37	15	16	42	6
PBANKA_1019400	855	8779	5536	2197	1070	4946	840
PBANKA_1019500	882	10891	6169	2526	3322	6011	1803
PBANKA_1019520	150	51	50	25	13	71	9
PBANKA_1019540	74	61	50	20	13	54	6
PBANKA_1019560	75	8	2	0	1	9	0
PBANKA_1019580	93	14	1	0	6	10	2
PBANKA_1019600	4083	2785	792	301	270	882	204
PBANKA_1019700	3531	9548	2582	666	728	2457	467
PBANKA_1019800	855	12083	10322	2826	2369	6520	1378
PBANKA_1019900	3678	655	321	82	51	151	39
PBANKA_1020000	4023	4773	1953	564	596	1734	559
PBANKA_1020100	2865	2687	1569	527	611	979	390
PBANKA_1020200	1278	781	527	139	122	317	57
PBANKA_1020300	1806	16910	9841	2863	1667	6295	910
PBANKA_1020400	1515	1162	506	146	120	352	66
PBANKA_1020500	1629	938	586	179	80	252	141
PBANKA_1020600	1458	786	243	77	71	149	32
PBANKA_1020700	2922	1757	803	248	153	572	83
PBANKA_1020800	1419	3864	2067	623	649	2091	306
PBANKA_1020900	1521	2067	1422	526	456	984	211
PBANKA_1021000	4092	1197	387	152	140	518	85
PBANKA_1021100	966	1570	1018	406	126	1020	75
PBANKA_1021200	939	1802	973	289	304	737	203
PBANKA_1021300	1074	866	341	112	51	206	50
PBANKA_1021400	282	546	279	118	145	212	62
PBANKA_1021500	498	477	311	101	137	252	79
PBANKA_1021600	1377	287	116	51	43	158	37
PBANKA_1021700	2076	1916	710	246	192	573	113
PBANKA_1021800	303	273	113	32	25	67	23
PBANKA_1021900	864	324	203	90	63	176	41
PBANKA_1022000	318	4880	3640	1814	1410	4814	678
PBANKA_1022100	2757	284	86	29	53	139	46
PBANKA_1022200	525	1044	602	372	206	1333	93
PBANKA_1022300	1245	3629	2686	1280	1227	1719	705
PBANKA_1022400	777	1032	382	195	64	383	37
PBANKA_1022500	2457	1281	690	250	344	564	177
PBANKA_1022600	1656	1736	832	346	371	899	179
PBANKA_1022700	2739	3228	694	171	289	915	124
PBANKA_1022800	2439	2010	664	268	147	648	138
PBANKA_1022900	735	744	553	142	69	440	54
PBANKA_1023000	3462	2462	585	187	273	956	168
PBANKA_1023100	4572	2315	1183	124	350	965	252
PBANKA_1023200	1275	1847	2378	401	607	2540	250
PBANKA_1023300	1755	2069	893	240	273	841	131
PBANKA_1023400	1494	1798	805	287	295	584	190
PBANKA_1023500	1413	1992	871	324	204	781	88
PBANKA_1023600	1383	5527	3209	820	583	1822	341
PBANKA_1023700	651	383	233	92	25	157	32
PBANKA_1023800	5709	4234	1392	458	457	2063	483
PBANKA_1023900	618	809	462	175	215	601	115
PBANKA_1024000	1887	1178	435	122	197	331	111
PBANKA_1024100	3024	1356	548	190	189	570	58
PBANKA_1024200	3369	1064	454	165	89	410	59
PBANKA_1024300	2610	2542	1158	321	352	817	266
PBANKA_1024311	308	65	223	767	884	5308	168
PBANKA_1024331	119	0	1	2	8	8	7
PBANKA_1024341	119	0	2	3	0	3	7
PBANKA_1024351	119	11	15	35	102	837	34
PBANKA_1024371	72	1	15	6	13	8	15
PBANKA_1024400	411	1603	1885	359	316	1037	185
PBANKA_1024500	477	97	69	30	5	40	11
PBANKA_1024600	9765	198	131	29	23	142	42
PBANKA_1024700	837	2758	2434	698	1143	1426	422
PBANKA_1024800	435	3510	3218	1391	1659	4235	755
PBANKA_1024900	2916	13165	5287	1400	1837	3068	1753
PBANKA_1025000	645	1737	1494	498	598	979	531
PBANKA_1025100	12711	17029	3860	80	893	5061	1544
PBANKA_1025200	1371	1086	674	198	251	480	130
PBANKA_1025300	9411	4098	1484	160	304	1425	292
PBANKA_1025400	3012	2609	1113	329	226	892	224
PBANKA_1025500	12510	25287	6938	247	1488	8589	2245
PBANKA_1025600	885	539	305	113	68	223	55
PBANKA_1025700	1155	520	471	127	159	340	107
PBANKA_1025800	387	457	459	143	223	341	108
PBANKA_1025900	1935	2797	1330	342	419	986	324
PBANKA_1026000	432	4801	5601	1517	1205	3878	1042
PBANKA_1026100	8295	2925	914	46	195	1154	227
PBANKA_1026200	1413	1974	1991	730	767	1540	381
PBANKA_1026300	1950	6084	3043	794	551	2226	599
PBANKA_1026400	1179	1024	462	155	97	367	98
PBANKA_1026500	5661	8924	2528	799	659	2052	504
PBANKA_1026600	2742	3627	1469	542	334	1234	251
PBANKA_1026700	669	1514	1277	733	276	713	150
PBANKA_1026800	429	3844	3540	823	1060	1871	568
PBANKA_1026900	1266	1299	768	248	122	651	73
PBANKA_1027000	1710	21137	18912	4702	5670	10793	4324
PBANKA_1027100	3171	3095	886	289	444	1526	606
PBANKA_1027200	3333	1271	376	103	156	382	96
PBANKA_1027300	3792	4880	1267	374	538	2838	510
PBANKA_1027400	1014	319	175	46	54	111	25
PBANKA_1027500	291	146	89	51	49	166	29
PBANKA_1027600	1692	556	246	117	51	282	60
PBANKA_1027700	975	2833	2225	658	448	1298	302
PBANKA_1027800	3312	1407	664	222	247	650	167
PBANKA_1027900	585	1443	962	324	265	685	188
PBANKA_1028000	3681	2697	1163	294	235	1075	198
PBANKA_1028100	1386	1039	433	157	167	415	109
PBANKA_1028200	6360	33020	11128	2125	4911	11375	3963
PBANKA_1028300	915	4747	2427	836	784	1526	691
PBANKA_1028400	660	7085	3915	1285	1884	2824	905
PBANKA_1028500	927	1575	612	305	214	861	152
PBANKA_1028600	2037	2007	760	250	228	662	121
PBANKA_1028700	759	16181	10594	3019	2985	6236	1904
PBANKA_1028800	1146	5024	3612	815	1442	2721	816
PBANKA_1028900	1431	353	425	161	135	547	53
PBANKA_1029000	3282	1332	1066	241	148	839	147
PBANKA_1029100	543	92	45	15	21	76	17
PBANKA_1029200	1098	237	214	86	45	161	38
PBANKA_1029300	1794	708	472	121	121	329	126
PBANKA_1029400	1029	6691	6998	1860	295	1639	297
PBANKA_1029500	1512	734	464	162	32	117	36
PBANKA_1029600	1131	4999	2381	881	85	537	61
PBANKA_1029700	921	3003	2146	742	512	962	275
PBANKA_1029800	1236	1220	715	231	204	492	155
PBANKA_1029900	3126	600	317	90	68	159	29
PBANKA_1030000	1287	358	165	58	62	128	25
PBANKA_1030100	1131	10138	6845	2496	1787	4095	1149
PBANKA_1030200	8352	2702	1156	243	331	915	301
PBANKA_1030300	378	3493	2422	1145	548	2281	491
PBANKA_1030400	2325	9308	4752	1573	356	1297	581
PBANKA_1030500	2739	1739	303	94	86	306	55
PBANKA_1030600	987	6788	4632	2298	2542	6832	1199
PBANKA_1030700	1446	299	130	63	59	151	40
PBANKA_1030800	1662	115	50	22	15	47	6
PBANKA_1030900	1662	230	114	53	47	98	26
PBANKA_1031000	2850	1047	536	130	183	350	157
PBANKA_1031100	5430	2428	868	71	212	755	218
PBANKA_1031200	1710	2079	973	367	278	924	229
PBANKA_1031300	1911	2092	1497	462	300	1122	281
PBANKA_1031400	1122	1003	418	187	167	592	68
PBANKA_1031500	6276	4365	1245	326	343	1317	234
PBANKA_1031600	1854	2240	1504	437	375	999	143
PBANKA_1031700	519	272	296	95	101	238	32
PBANKA_1031800	1026	870	413	167	197	361	128
PBANKA_1031900	1398	4072	2114	761	1233	1299	608
PBANKA_1032000	387	399	191	80	108	148	60
PBANKA_1032100	1815	2180	1521	721	343	2095	120
PBANKA_1032200	11391	9252	2467	154	579	2798	657
PBANKA_1032300	2271	6021	3211	950	552	962	325
PBANKA_1032400	936	4101	2903	771	524	1622	515
PBANKA_1032500	891	1884	1075	401	216	490	140
PBANKA_1032600	1704	2105	1209	443	434	1101	246
PBANKA_1032700	1524	5294	1848	605	542	1301	347
PBANKA_1032800	2370	1297	471	138	271	524	202
PBANKA_1032900	1527	1093	442	175	63	216	27
PBANKA_1033000	3024	2210	948	149	288	777	222
PBANKA_1033100	789	2428	2034	701	1122	2143	445
PBANKA_1033200	1158	912	432	146	91	306	63
PBANKA_1033300	582	1465	1092	394	382	782	295
PBANKA_1033400	3285	2493	1197	314	539	879	336
PBANKA_1033500	1599	349	156	59	47	144	29
PBANKA_1033600	1017	805	478	95	115	355	93
PBANKA_1033700	924	5218	2082	663	110	496	74
PBANKA_1033800	19566	19958	3881	223	560	3596	587
PBANKA_1033900	657	5444	4731	1342	1422	2270	868
PBANKA_1034000	558	1783	1473	945	1639	2763	597
PBANKA_1034100	3210	12876	4479	1419	287	881	130
PBANKA_1034200	276	177	42	13	8	31	7
PBANKA_1034300	4140	9328	2815	426	955	2598	705
PBANKA_1034400	1353	16387	9401	5452	3285	12323	1774
PBANKA_1034500	1218	153	126	41	47	112	40
PBANKA_1034600	5958	1912	1158	429	519	1465	289
PBANKA_1034700	378	3325	3005	790	694	2989	430
PBANKA_1034800	576	1852	801	318	69	463	84
PBANKA_1034900	1965	3186	1842	668	934	1610	753
PBANKA_1035000	864	1420	1153	358	214	783	162
PBANKA_1035100	939	2290	1553	688	943	1767	842
PBANKA_1035200	3915	24566	7798	1052	2309	5824	2186
PBANKA_1035300	1086	855	631	196	192	491	104
PBANKA_1035400	852	62341	59518	18589	26053	51676	9630
PBANKA_1035500	576	1278	749	389	212	1218	97
PBANKA_1035600	3387	2654	1052	333	248	694	228
PBANKA_1035700	4323	7593	2479	802	510	1330	378
PBANKA_1035800	1728	1642	595	241	135	470	88
PBANKA_1035900	1380	4338	2183	709	940	2230	306
PBANKA_1036000	7314	5625	2043	250	548	1587	338
PBANKA_1036100	3399	729	282	100	102	339	85
PBANKA_1036200	324	1531	547	305	215	1085	114
PBANKA_1036300	2886	1951	1145	312	120	583	87
PBANKA_1036400	2616	2122	928	235	215	684	131
PBANKA_1036500	1656	1730	752	292	245	664	165
PBANKA_1036600	1050	4416	2046	713	368	1703	330
PBANKA_1036700	1737	666	295	65	94	190	91
PBANKA_1036800	4314	1053	259	120	145	275	123
PBANKA_1036900	2778	1545	480	180	208	462	117
PBANKA_1037000	597	963	270	88	53	243	42
PBANKA_1037100	2841	2547	1103	404	223	1796	179
PBANKA_1037200	2202	1346	679	255	237	561	171
PBANKA_1037300	879	3056	1513	521	267	1206	161
PBANKA_1037400	927	456	291	107	61	308	39
PBANKA_1037500	2679	6669	2143	763	177	446	200
PBANKA_1037600	1299	1542	923	275	149	529	93
PBANKA_1037700	552	332	222	100	122	271	46
PBANKA_1037800	501	1511	2013	493	1129	1652	502
PBANKA_1037900	468	3207	2020	1043	112	816	26
PBANKA_1038000	351	497	451	248	238	591	97
PBANKA_1038100	504	230	74	76	34	97	16
PBANKA_1038200	4785	16370	5938	1021	1138	3332	892
PBANKA_1038300	1086	1807	958	434	423	1229	191
PBANKA_1038400	342	3741	2926	1081	1174	3087	693
PBANKA_1038500	813	2711	1100	430	99	613	81
PBANKA_1038600	1944	4937	2352	700	206	789	228
PBANKA_1038700	4062	7163	2887	661	384	943	248
PBANKA_1038800	633	7131	4589	1498	1106	2416	647
PBANKA_1038900	5385	11077	4226	877	1256	3056	480
PBANKA_1039000	1302	4998	3985	1221	226	833	190
PBANKA_1039100	2355	1555	611	131	207	508	115
PBANKA_1039200	1149	350	227	85	81	183	48
PBANKA_1039300	1983	2449	1014	355	428	936	372
PBANKA_1039400	450	2706	2450	1595	671	4723	395
PBANKA_1039450	82	10	7	4	7	16	6
PBANKA_1039500	1596	2198	839	236	330	808	305
PBANKA_1039600	1869	1779	576	203	175	572	118
PBANKA_1039700	564	2715	2007	571	553	1261	242
PBANKA_1039800	2415	157	35	29	11	42	11
PBANKA_1039900	1506	336	83	57	27	72	11
PBANKA_1040000	1317	2140	1611	529	64	387	79
PBANKA_1040100	1326	33407	17622	4307	4871	14283	3384
PBANKA_1040151	792	142	106	48	30	80	9
PBANKA_1040200	867	241	108	24	24	86	4
PBANKA_1040300	717	85	31	12	7	35	6
PBANKA_1040400	975	51	21	6	10	37	0
PBANKA_1040500	801	186	29	12	2	6	7
PBANKA_1040521	744	187	67	24	17	40	3
PBANKA_1040541	930	508	419	95	62	224	4
PBANKA_1040561	1755	13	4	1	8	17	0
PBANKA_1040581	2442	64	24	3	25	60	18
PBANKA_1040601	360	0	0	0	0	0	0
PBANKA_1040621	732	0	1	0	0	2	0
PBANKA_1100011	693	0	0	0	0	0	0
PBANKA_1100021	693	0	0	0	0	0	0
PBANKA_1100031	693	0	0	0	0	0	0
PBANKA_1100041	693	0	0	0	0	0	0
PBANKA_1100051	693	0	0	0	0	0	0
PBANKA_1100061	693	0	0	0	0	0	0
PBANKA_1100071	693	0	0	0	0	0	0
PBANKA_1100100	693	0	0	0	0	0	0
PBANKA_1100200	693	0	0	0	0	0	0
PBANKA_1100300	957	3	0	0	2	1	2
PBANKA_1100351	945	204	96	25	7	17	3
PBANKA_1100400	993	102	42	15	3	43	5
PBANKA_1100441	744	318	102	37	23	59	1
PBANKA_1100461	867	76	27	2	7	12	2
PBANKA_1100500	717	39	13	4	6	9	2
PBANKA_1100600	645	19	3	6	0	0	2
PBANKA_1100700	891	384	162	86	34	118	9
PBANKA_1100750	786	26	5	3	2	7	4
PBANKA_1100781	927	95	52	16	8	20	0
PBANKA_1100821	462	127	53	22	8	16	2
PBANKA_1100850	669	17	8	3	2	6	3
PBANKA_1100860	291	3516	3388	842	833	1884	778
PBANKA_1100900	1830	1594	1392	572	426	1265	394
PBANKA_1101000	873	320	205	127	106	228	75
PBANKA_1101100	1251	1788	772	258	134	509	115
PBANKA_1101200	1086	20433	17171	4414	3710	10125	2554
PBANKA_1101300	2289	1956	692	266	411	747	261
PBANKA_1101400	1167	4264	3078	1514	1123	4782	322
PBANKA_1101500	2043	2110	549	147	87	438	53
PBANKA_1101600	2754	10458	4324	1255	999	2314	649
PBANKA_1101700	1146	918	415	149	132	363	94
PBANKA_1101800	3291	447	122	63	52	220	47
PBANKA_1101900	798	620	397	140	78	291	78
PBANKA_1102000	1515	999	360	150	189	510	126
PBANKA_1102100	816	6762	1839	625	484	2380	342
PBANKA_1102200	1230	5080	1722	897	426	1766	176
PBANKA_1102300	2496	4251	1828	545	219	863	177
PBANKA_1102400	1044	284	152	54	84	178	46
PBANKA_1102500	453	536	323	108	11	154	12
PBANKA_1102600	249	331	275	177	137	839	48
PBANKA_1102700	771	540	555	196	241	378	84
PBANKA_1102800	1545	1888	584	246	130	467	82
PBANKA_1102900	2610	5471	1886	668	259	1139	264
PBANKA_1103000	954	3850	2271	762	960	1541	770
PBANKA_1103100	369	4583	2358	694	562	1417	367
PBANKA_1103200	2169	1060	349	137	81	344	51
PBANKA_1103300	2409	952	563	143	144	426	151
PBANKA_1103400	360	4955	3824	1007	1044	2880	643
PBANKA_1103500	1755	646	189	122	75	229	29
PBANKA_1103600	5646	943	508	244	167	464	80
PBANKA_1103700	513	1003	640	243	108	1485	86
PBANKA_1103800	1488	1295	738	264	466	773	308
PBANKA_1103900	678	1309	1051	350	113	641	89
PBANKA_1104000	2124	716	336	127	67	254	43
PBANKA_1104100	828	24137	28072	7192	9598	19219	3658
PBANKA_1104200	1119	2335	1391	386	353	786	199
PBANKA_1104300	1341	605	239	87	87	223	52
PBANKA_1104400	13431	13482	3298	644	1128	4311	949
PBANKA_1104500	537	2420	1557	599	308	1578	168
PBANKA_1104600	6810	1732	667	183	253	751	219
PBANKA_1104700	6678	2414	576	263	256	984	372
PBANKA_1104800	1671	1105	425	184	80	480	48
PBANKA_1104900	1647	1367	761	253	153	448	95
PBANKA_1105000	2112	616	194	82	41	191	41
PBANKA_1105100	3699	12259	4851	1071	1408	3220	1079
PBANKA_1105200	813	1984	1083	315	159	895	194
PBANKA_1105300	1368	1025	327	137	59	295	75
PBANKA_1105400	300	1433	970	393	618	919	309
PBANKA_1105500	390	1657	1231	326	558	805	291
PBANKA_1105600	744	737	227	95	119	332	65
PBANKA_1105700	615	1354	1064	391	266	1447	152
PBANKA_1105800	858	933	496	166	74	411	31
PBANKA_1105900	1011	918	388	133	84	274	43
PBANKA_1106000	345	12386	11953	2390	5167	7922	2251
PBANKA_1106100	8901	17439	4582	207	417	4693	461
PBANKA_1106200	1173	400	264	64	109	187	146
PBANKA_1106300	1752	475	291	114	98	227	85
PBANKA_1106400	2583	1125	702	268	440	759	258
PBANKA_1106500	1827	38892	32045	8788	12460	18791	5488
PBANKA_1106600	315	136	36	18	16	52	13
PBANKA_1106700	1236	11487	6500	2334	2122	4756	1610
PBANKA_1106800	1779	4342	2387	881	615	2182	776
PBANKA_1106900	2511	146	108	86	31	85	22
PBANKA_1107000	462	648	460	132	196	266	74
PBANKA_1107100	1800	9261	4436	1651	833	2616	506
PBANKA_1107200	2034	2897	1469	518	381	1053	247
PBANKA_1107300	1551	1257	548	204	102	442	59
PBANKA_1107400	3159	4673	2018	692	714	1725	681
PBANKA_1107500	357	402	189	84	30	302	14
PBANKA_1107600	1062	1633	1057	326	186	760	102
PBANKA_1107700	4962	3429	1495	412	469	1201	275
PBANKA_1107800	1074	5178	4282	1204	1332	3098	744
PBANKA_1107900	1026	8053	6400	2899	2311	8639	1569
PBANKA_1108000	1173	6161	2293	750	269	1337	269
PBANKA_1108100	6978	2728	1026	214	374	1049	313
PBANKA_1108200	663	369	354	106	89	187	73
PBANKA_1108300	3996	11272	5853	327	1279	3269	1173
PBANKA_1108400	825	622	415	137	62	236	59
PBANKA_1108500	7647	46426	11322	255	3127	15418	3179
PBANKA_1108600	897	5673	1506	257	319	2003	339
PBANKA_1108700	4329	46864	18235	1578	4915	14124	2581
PBANKA_1108800	1089	2355	1076	270	55	164	43
PBANKA_1108900	417	494	559	162	38	335	53
PBANKA_1109000	7743	11575	3743	484	1370	3406	908
PBANKA_1109100	1014	232	147	67	48	112	24
PBANKA_1109200	1941	830	492	179	172	366	145
PBANKA_1109300	1113	35595	22682	6827	4385	13387	3677
PBANKA_1109400	4659	7731	3069	401	773	2460	652
PBANKA_1109500	1005	196	98	31	14	116	5
PBANKA_1109600	2019	9646	4911	1621	1280	2571	286
PBANKA_1109700	5793	13951	3299	495	799	2948	975
PBANKA_1109800	2208	889	282	121	153	420	249
PBANKA_1109900	738	6018	5886	1824	2402	5445	1264
PBANKA_1110000	1341	366	101	38	28	128	22
PBANKA_1110100	2646	6116	3370	837	963	2467	1024
PBANKA_1110121	80	11	7	5	6	5	10
PBANKA_1110200	1029	17544	11408	3006	2193	8452	1641
PBANKA_1110300	1911	6165	2820	918	488	1080	256
PBANKA_1110350	153	19	4	30	6	130	13
PBANKA_1110500	516	2907	1763	758	588	1710	317
PBANKA_1110600	369	3928	4089	850	908	4122	453
PBANKA_1110700	2829	10712	3435	1148	942	2424	569
PBANKA_1110800	4086	1351	468	204	154	473	160
PBANKA_1110900	1710	417	330	86	35	164	44
PBANKA_1111000	28671	26158	4179	313	909	6911	1336
PBANKA_1111200	528	114	83	21	45	53	19
PBANKA_1111300	543	379	201	61	43	205	12
PBANKA_1111400	1824	2081	976	456	213	1064	123
PBANKA_1111500	1944	240	79	19	117	132	56
PBANKA_1111600	360	1798	1014	440	202	1101	139
PBANKA_1111700	390	578	492	179	190	484	125
PBANKA_1111800	1878	322	99	53	24	93	18
PBANKA_1111900	783	1431	1148	423	275	946	212
PBANKA_1112000	675	98	55	23	30	45	17
PBANKA_1112100	1944	356	150	83	53	175	54
PBANKA_1112200	2460	1453	603	209	143	438	91
PBANKA_1112300	603	2122	1323	759	834	1797	370
PBANKA_1112400	762	824	155	74	45	198	22
PBANKA_1112500	4161	1702	395	174	272	542	138
PBANKA_1112600	798	500	206	90	80	286	34
PBANKA_1112700	807	2067	887	375	209	1265	129
PBANKA_1112800	756	2559	2511	812	598	1535	371
PBANKA_1112900	6498	1595	481	173	259	515	162
PBANKA_1113000	735	7264	4567	2151	2358	5629	1119
PBANKA_1113100	849	378	354	89	136	276	113
PBANKA_1113200	375	635	342	121	207	644	172
PBANKA_1113300	2556	4412	2215	289	516	1629	374
PBANKA_1113400	2166	29545	17937	2603	3086	12138	2438
PBANKA_1113500	621	4806	4339	1301	947	3334	705
PBANKA_1113600	747	1884	883	311	124	447	63
PBANKA_1113700	1341	5349	2630	799	451	1111	225
PBANKA_1113800	3273	2780	889	321	269	1067	299
PBANKA_1113900	2232	2042	684	286	247	901	226
PBANKA_1114000	3285	1974	542	221	245	780	177
PBANKA_1114051	73	2	7	3	8	1	8
PBANKA_1114100	648	10396	8080	2816	2782	10578	1533
PBANKA_1114200	717	14159	15329	5190	7081	13946	3303
PBANKA_1114300	4224	4463	1643	512	336	1238	379
PBANKA_1114400	3057	2428	885	329	160	517	140
PBANKA_1114500	1095	597	283	104	83	240	68
PBANKA_1114600	1941	7091	4752	1570	1240	3129	1214
PBANKA_1114700	1410	1000	404	190	143	377	113
PBANKA_1114800	429	100	59	26	40	77	35
PBANKA_1114900	5334	5728	2542	479	886	2775	361
PBANKA_1115000	2019	81824	33023	9436	6436	27236	4939
PBANKA_1115100	2727	2553	956	453	363	1133	230
PBANKA_1115200	3417	43463	15463	3832	2703	9067	1568
PBANKA_1115300	1377	132435	122249	37586	37545	156669	15447
PBANKA_1115400	255	674	522	171	108	436	64
PBANKA_1115500	987	1250	541	166	109	473	56
PBANKA_1115600	462	1050	650	187	53	449	44
PBANKA_1115700	1770	7021	2888	862	527	1438	268
PBANKA_1115800	594	815	301	105	120	329	102
PBANKA_1115900	3798	463	239	77	96	179	69
PBANKA_1116000	3225	518	287	83	78	254	70
PBANKA_1116100	1776	2806	993	291	348	750	288
PBANKA_1116200	1329	1888	519	273	168	728	91
PBANKA_1116300	1563	1991	1012	312	366	706	217
PBANKA_1116400	3843	1710	563	200	193	487	127
PBANKA_1116500	1185	3760	2275	864	575	1810	420
PBANKA_1116700	3747	1663	571	204	209	650	180
PBANKA_1116800	1347	8063	3867	1300	360	2494	281
PBANKA_1116900	420	1176	1064	461	198	708	56
PBANKA_1117000	402	11757	8588	3644	4433	8842	1303
PBANKA_1117100	411	7193	7302	3339	5176	10386	2417
PBANKA_1117200	2457	522	189	67	55	182	73
PBANKA_1117300	2046	780	237	99	62	308	52
PBANKA_1117400	615	928	437	151	68	564	52
PBANKA_1117500	447	9798	8428	5215	4749	15157	3370
PBANKA_1117600	1710	292	284	104	209	345	126
PBANKA_1117700	942	4600	3081	1501	1094	4598	479
PBANKA_1117800	828	791	443	232	275	644	141
PBANKA_1117900	708	1293	815	248	111	227	67
PBANKA_1118000	2898	2433	1004	310	101	302	56
PBANKA_1118100	2031	1994	975	463	379	2218	174
PBANKA_1118200	4140	2143	724	231	198	664	140
PBANKA_1118300	987	657	476	192	276	801	153
PBANKA_1118400	3225	691	243	81	104	301	71
PBANKA_1118500	10014	11396	4060	255	710	2660	659
PBANKA_1118600	2448	10960	6485	2345	3363	5535	1991
PBANKA_1118700	4056	2397	656	386	455	1190	128
PBANKA_1118800	2193	207	75	29	42	92	28
PBANKA_1118900	1794	1325	645	227	206	405	130
PBANKA_1119000	6813	1232	351	191	301	604	252
PBANKA_1119100	696	875	529	203	151	447	128
PBANKA_1119200	1053	1266	940	285	277	553	141
PBANKA_1119300	387	1132	865	275	396	955	193
PBANKA_1119400	816	92	56	36	28	77	22
PBANKA_1119500	2550	201	97	31	38	102	36
PBANKA_1119600	1344	399	262	96	60	263	60
PBANKA_1119700	1722	2921	1560	590	339	1226	238
PBANKA_1119800	642	1005	432	142	93	315	31
PBANKA_1119900	1128	1406	541	274	118	630	52
PBANKA_1119921	72	17	28	23	65	36	13
PBANKA_1119941	81	21	6	6	14	29	11
PBANKA_1120000	2286	925	298	140	110	338	53
PBANKA_1120100	3879	7379	2651	993	734	2365	615
PBANKA_1120200	894	936	1118	355	478	869	394
PBANKA_1120300	1983	441	285	80	67	196	44
PBANKA_1120400	1872	139993	76271	18370	11427	45241	8553
PBANKA_1120500	1101	108	46	13	16	60	21
PBANKA_1120551	82	6	4	10	13	12	10
PBANKA_1120600	4575	2065	627	222	227	590	191
PBANKA_1120700	558	3334	2386	822	992	2546	437
PBANKA_1120800	2112	1913	528	235	172	564	133
PBANKA_1120900	636	1046	442	180	124	441	89
PBANKA_1121000	4170	14758	5236	1296	1326	4778	927
PBANKA_1121100	2355	1142	467	158	128	402	111
PBANKA_1121200	2400	1642	920	332	140	631	89
PBANKA_1121300	372	712	323	134	48	340	51
PBANKA_1121400	1296	1306	778	291	192	651	134
PBANKA_1121500	291	1947	1545	701	272	3194	191
PBANKA_1121600	1065	1115	551	221	238	508	185
PBANKA_1121700	3750	8872	2980	796	1769	3413	1170
PBANKA_1121800	6288	2317	788	229	222	766	159
PBANKA_1121900	1521	1587	835	324	205	603	181
PBANKA_1122000	2298	5015	2731	813	901	2493	572
PBANKA_1122100	1092	598	194	80	84	297	40
PBANKA_1122200	708	150	79	33	35	109	20
PBANKA_1122300	1338	1295	927	325	285	658	174
PBANKA_1122400	810	1394	879	414	358	1100	279
PBANKA_1122500	1833	2352	1780	231	505	1146	270
PBANKA_1122600	2853	983	327	96	79	374	64
PBANKA_1122700	5985	8285	3305	724	842	3270	759
PBANKA_1122800	867	2998	2009	675	250	668	109
PBANKA_1122900	1485	5634	1937	1038	769	1609	275
PBANKA_1123000	837	783	499	170	164	355	104
PBANKA_1123100	600	1342	1074	434	221	979	145
PBANKA_1123200	537	10778	10723	2885	3396	7612	2852
PBANKA_1123300	1857	2737	900	293	394	1121	146
PBANKA_1123400	261	447	350	154	136	285	50
PBANKA_1123500	7572	50430	13515	589	2353	8786	2539
PBANKA_1123600	741	291	202	75	71	239	32
PBANKA_1123700	1449	912	358	135	55	105	36
PBANKA_1123800	1332	6304	2862	919	181	893	111
PBANKA_1123900	1170	1011	826	297	416	915	223
PBANKA_1124000	1206	11659	10385	2709	3262	7864	1161
PBANKA_1124100	1326	597	251	156	335	749	150
PBANKA_1124200	3474	766	292	112	75	318	51
PBANKA_1124300	1119	889	549	193	71	470	45
PBANKA_1124400	999	1178	311	128	164	460	82
PBANKA_1124500	1842	5496	2413	853	619	1832	440
PBANKA_1124600	291	795	597	327	168	709	87
PBANKA_1124700	963	1035	863	228	140	500	156
PBANKA_1124800	4572	1015	265	120	123	375	68
PBANKA_1124900	1158	2092	1156	384	405	854	292
PBANKA_1125000	1158	227	88	50	90	154	57
PBANKA_1125100	1422	79	104	37	37	132	17
PBANKA_1125200	2529	2720	872	249	246	683	103
PBANKA_1125300	2721	9766	3590	516	886	4620	922
PBANKA_1125400	438	1110	380	66	149	518	151
PBANKA_1125500	1107	2266	922	305	207	870	140
PBANKA_1125600	1536	15833	9948	4301	5107	8574	2842
PBANKA_1125650	185	0	2	0	2	12	6
PBANKA_1125700	1119	992	437	182	124	353	97
PBANKA_1125800	336	1387	994	293	79	193	27
PBANKA_1125900	5337	41064	18770	825	5133	13161	2694
PBANKA_1126000	1398	3308	1983	637	421	1928	229
PBANKA_1126100	546	505	246	71	97	120	41
PBANKA_1126200	570	2809	2790	901	689	2166	574
PBANKA_1126300	1116	5010	2635	799	514	1668	394
PBANKA_1126400	3501	4630	1752	669	565	1410	400
PBANKA_1126500	2853	3221	1072	325	367	936	242
PBANKA_1126600	870	1217	518	159	72	377	76
PBANKA_1126700	519	187	132	29	21	103	19
PBANKA_1126800	26688	163470	26491	465	2857	38642	4071
PBANKA_1126900	7776	6870	2364	153	742	1763	464
PBANKA_1127000	1173	5944	3014	1798	1018	3574	520
PBANKA_1127100	1002	368	200	51	62	190	72
