Geneid	Length	RNA-seq_gSNF2_KO_1	RNA-seq_gSNF2_KO_2	RNA-seq_gSNF2_KO_3
PBANKA_0719300	1764	687	1107	451
PBANKA_0719400	2004	240	909	187
PBANKA_0719500	14493	1943	4277	1209
PBANKA_0719600	891	124	583	50
PBANKA_0719700	2268	592	2099	457
PBANKA_0719800	1329	843	4563	447
PBANKA_0719900	1737	131	696	110
PBANKA_0720000	2184	581	1518	620
PBANKA_0720100	12918	666	2414	234
PBANKA_0720200	3174	231	852	175
PBANKA_0720300	1305	103	349	74
PBANKA_0720400	2004	3437	8238	2540
PBANKA_0720500	351	101	564	76
PBANKA_0720600	564	130	354	68
PBANKA_0720700	4284	118	456	107
PBANKA_0720800	1320	245	647	115
PBANKA_0720900	798	15153	33037	6170
PBANKA_0721000	1152	295	965	183
PBANKA_0721100	1335	409	2043	273
PBANKA_0721200	786	42	100	36
PBANKA_0721300	411	118	417	47
PBANKA_0721400	939	84	233	57
PBANKA_0721500	6534	717	2313	711
PBANKA_0721600	1545	47	144	29
PBANKA_0721700	801	818	1020	461
PBANKA_0721800	780	445	1072	206
PBANKA_0721900	705	58	272	51
PBANKA_0722000	13878	1132	3502	972
PBANKA_0722100	1884	8	12	10
PBANKA_0722200	939	2	2	2
PBANKA_0722600	768	22	35	13
PBANKA_0722700	972	2	2	1
PBANKA_0722801	741	13	24	6
PBANKA_0722900	954	19	22	7
PBANKA_0722921	1893	95	179	5
PBANKA_0722941	738	36	241	5
PBANKA_0722961	441	0	0	0
PBANKA_0800021	5358	0	2	0
PBANKA_0800041	732	0	0	0
PBANKA_0800061	978	1	14	2
PBANKA_0800100	927	82	315	26
PBANKA_0800200	792	79	221	28
PBANKA_0800300	1677	559	964	321
PBANKA_0800400	204	1519	5356	588
PBANKA_0800500	1947	179	202	100
PBANKA_0800541	73	5	8	2
PBANKA_0800561	84	0	0	9
PBANKA_0800600	324	119	307	69
PBANKA_0800700	4995	183	552	131
PBANKA_0800800	534	112	312	77
PBANKA_0800900	3669	296	825	236
PBANKA_0801000	441	77	193	43
PBANKA_0801100	2061	237	852	150
PBANKA_0801200	6114	1163	3437	816
PBANKA_0801300	789	53	152	50
PBANKA_0801400	612	247	395	213
PBANKA_0801500	2238	192	855	36
PBANKA_0801600	11931	512	1384	417
PBANKA_0801700	9030	311	873	211
PBANKA_0801800	8952	3760	17828	2840
PBANKA_0801900	3345	170	398	87
PBANKA_0802000	6141	105	516	100
PBANKA_0802100	2391	369	1565	184
PBANKA_0802200	3873	82	332	56
PBANKA_0802300	10320	2248	8030	1720
PBANKA_0802400	3819	121	317	90
PBANKA_0802500	3423	274	886	178
PBANKA_0802600	993	97	228	73
PBANKA_0802700	3093	324	925	314
PBANKA_0802800	2736	94	300	86
PBANKA_0802900	4194	75	273	46
PBANKA_0803000	2346	253	942	273
PBANKA_0803100	2484	1312	3341	1109
PBANKA_0803200	7536	1249	3646	1108
PBANKA_0803300	3036	145	388	116
PBANKA_0803400	165	1218	2364	518
PBANKA_0803500	498	871	1993	363
PBANKA_0803600	3684	451	879	233
PBANKA_0803700	4461	454	1257	316
PBANKA_0803800	153	65	310	36
PBANKA_0803900	477	79	208	27
PBANKA_0804000	279	616	1111	700
PBANKA_0804100	4719	1894	4273	1885
PBANKA_0804200	1893	28	123	32
PBANKA_0804300	2562	253	683	86
PBANKA_0804321	73	121	179	43
PBANKA_0804341	72	2	3	12
PBANKA_0804361	73	3	0	4
PBANKA_0804381	73	4	2	13
PBANKA_0804400	5430	344	801	206
PBANKA_0804500	1965	212	559	102
PBANKA_0804600	1950	102	304	36
PBANKA_0804700	4293	320	1147	269
PBANKA_0804800	774	83	250	51
PBANKA_0804900	2781	335	995	192
PBANKA_0805000	3417	144	435	97
PBANKA_0805100	780	195	652	122
PBANKA_0805200	2472	221	457	147
PBANKA_0805300	309	100	535	40
PBANKA_0805400	210	42	248	22
PBANKA_0805500	2910	191	341	108
PBANKA_0805600	702	88	208	76
PBANKA_0805700	2163	6278	12510	5674
PBANKA_0805750	320	14	147	23
PBANKA_0805800	813	95	253	102
PBANKA_0805900	4230	1076	2647	509
PBANKA_0806000	483	295	946	180
PBANKA_0806100	2475	122	419	88
PBANKA_0806200	324	325	530	165
PBANKA_0806300	5337	745	1936	529
PBANKA_0806400	1272	226	447	100
PBANKA_0806500	1059	338	616	181
PBANKA_0806600	2904	199	516	176
PBANKA_0806700	13977	657	3262	779
PBANKA_0806800	1839	370	1541	156
PBANKA_0806900	2745	58	195	39
PBANKA_0807000	6933	2039	6373	2167
PBANKA_0807100	1191	58	235	53
PBANKA_0807200	657	2402	8286	1167
PBANKA_0807300	1980	84	137	47
PBANKA_0807400	675	74	181	59
PBANKA_0807500	7239	887	3021	655
PBANKA_0807600	486	1720	2612	1199
PBANKA_0807700	4323	408	1760	325
PBANKA_0807800	1467	150	394	94
PBANKA_0807900	8523	2334	7594	2285
PBANKA_0808000	4029	520	1631	371
PBANKA_0808100	2559	27	66	27
PBANKA_0808200	753	285	825	132
PBANKA_0808300	1605	146	642	61
PBANKA_0808380	330	10	10	11
PBANKA_0808420	747	122	310	88
PBANKA_0808500	240	29	96	33
PBANKA_0808600	4020	93	406	87
PBANKA_0808700	2676	187	1010	132
PBANKA_0808800	909	43	132	36
PBANKA_0808900	2328	599	2255	445
PBANKA_0809000	2454	251	759	207
PBANKA_0809100	837	70	353	64
PBANKA_0809200	543	44	157	30
PBANKA_0809300	711	21	136	26
PBANKA_0809400	1215	171	501	109
PBANKA_0809500	1545	20	46	32
PBANKA_0809600	4428	214	794	101
PBANKA_0809700	903	290	756	130
PBANKA_0809800	1467	101	207	48
PBANKA_0809900	915	201	528	103
PBANKA_0810000	1533	208	602	133
PBANKA_0810100	2142	130	252	81
PBANKA_0810200	2046	242	812	166
PBANKA_0810300	1827	134	349	76
PBANKA_0810400	1422	141	283	90
PBANKA_0810500	396	1300	1627	600
PBANKA_0810600	3882	472	2012	179
PBANKA_0810700	990	18368	43259	13924
PBANKA_0810800	1689	156	605	72
PBANKA_0810900	2790	961	1883	608
PBANKA_0811000	351	185	621	142
PBANKA_0811100	4092	243	488	230
PBANKA_0811200	3261	54	170	56
PBANKA_0811300	3483	1372	2719	1487
PBANKA_0811400	7386	1717	5767	1362
PBANKA_0811500	1290	93	363	67
PBANKA_0811600	3033	120	278	77
PBANKA_0811700	600	180	378	136
PBANKA_0811800	1725	277	884	211
PBANKA_0811900	1305	140	291	61
PBANKA_0812000	1614	729	1373	482
PBANKA_0812100	948	423	1471	239
PBANKA_0812200	2571	913	2291	519
PBANKA_0812300	615	129	403	105
PBANKA_0812400	9264	47	159	45
PBANKA_0812500	3585	73	195	59
PBANKA_0812600	630	1142	8748	1099
PBANKA_0812700	1230	155	692	159
PBANKA_0812800	2835	2206	4210	1660
PBANKA_0812900	777	5318	12970	4199
PBANKA_0813000	1065	1256	3650	742
PBANKA_0813100	4593	128	479	98
PBANKA_0813200	1257	44	186	27
PBANKA_0813300	1368	1941	5977	892
PBANKA_0813400	1362	282	548	151
PBANKA_0813500	744	469	937	316
PBANKA_0813600	3036	105	433	145
PBANKA_0813700	261	14	43	8
PBANKA_0813800	1725	224	474	156
PBANKA_0813900	960	98	523	74
PBANKA_0814000	438	139	365	94
PBANKA_0814100	2331	55	174	61
PBANKA_0814200	774	297	1157	120
PBANKA_0814300	1764	104	256	57
PBANKA_0814400	528	71	472	36
PBANKA_0814500	1314	1500	2968	789
PBANKA_0814600	3213	66	161	76
PBANKA_0814700	1857	50	207	31
PBANKA_0814800	228	424	506	249
PBANKA_0814900	2667	37	104	40
PBANKA_0815000	2295	197	294	159
PBANKA_0815100	3177	1255	4562	916
PBANKA_0815200	1296	413	1291	239
PBANKA_0815300	2139	146	444	110
PBANKA_0815400	750	10382	23809	6394
PBANKA_0815500	4428	794	2462	530
PBANKA_0815600	309	87	348	77
PBANKA_0815700	1476	3897	8484	2634
PBANKA_0815800	624	196	641	133
PBANKA_0815900	1494	847	2851	596
PBANKA_0816000	1638	442	1065	239
PBANKA_0816100	480	544	1104	481
PBANKA_0816200	942	222	714	302
PBANKA_0816300	2064	466	1551	343
PBANKA_0816400	3900	1013	2628	628
PBANKA_0816500	2064	54	94	55
PBANKA_0816600	705	28	237	28
PBANKA_0816700	573	543	1096	231
PBANKA_0816800	654	3500	9058	1368
PBANKA_0816900	471	279	1427	162
PBANKA_0817000	3762	1067	2838	683
PBANKA_0817100	537	487	1039	218
PBANKA_0817200	3000	134	408	82
PBANKA_0817300	840	174	389	99
PBANKA_0817400	5658	191	806	241
PBANKA_0817500	888	23	104	21
PBANKA_0817600	663	13	78	24
PBANKA_0817700	1035	309	738	378
PBANKA_0817800	147	56	219	43
PBANKA_0817900	834	88	198	44
PBANKA_0818000	5529	982	3431	422
PBANKA_0818100	1683	54	299	51
PBANKA_0818200	975	91	273	68
PBANKA_0818300	1014	18	58	28
PBANKA_0818400	4425	114	446	122
PBANKA_0818500	1998	1378	2837	454
PBANKA_0818600	2349	172	393	115
PBANKA_0818700	1017	36	118	31
PBANKA_0818800	1326	73	147	31
PBANKA_0818900	1956	2617	4478	1518
PBANKA_0819000	1188	28017	95852	9631
PBANKA_0819100	447	368	821	216
PBANKA_0819200	948	817	1389	364
PBANKA_0819300	942	461	899	299
PBANKA_0819400	4821	511	1046	336
PBANKA_0819450	1447	552	1100	235
PBANKA_0819500	1902	174	578	133
PBANKA_0819600	1533	130	360	59
PBANKA_0819700	1596	464	1132	648
PBANKA_0819800	2904	1010	2534	695
PBANKA_0819900	804	630	2638	760
PBANKA_0820000	1146	297	997	285
PBANKA_0820100	732	173	664	117
PBANKA_0820200	621	119	254	83
PBANKA_0820300	1530	256	558	129
PBANKA_0820400	1464	11	38	6
PBANKA_0820500	1557	13	13	8
PBANKA_0820600	729	25	101	21
PBANKA_0820700	3021	290	1521	324
PBANKA_0820800	7557	274	1602	282
PBANKA_0820900	1632	8	23	21
PBANKA_0821000	738	49	276	37
PBANKA_0821100	2793	493	1735	476
PBANKA_0821200	561	1626	7996	1294
PBANKA_0821300	4419	179	304	105
PBANKA_0821400	576	2560	18421	1228
PBANKA_0821500	3477	163	375	124
PBANKA_0821600	1509	224	732	173
PBANKA_0821700	1524	476	887	308
PBANKA_0821800	1476	225	674	201
PBANKA_0821900	492	445	1390	322
PBANKA_0822000	717	92	228	43
PBANKA_0822100	6234	346	852	224
PBANKA_0822200	1458	155	582	76
PBANKA_0822300	732	25	108	17
PBANKA_0822400	1314	19	67	25
PBANKA_0822500	4857	217	916	189
PBANKA_0822600	1497	164	442	90
PBANKA_0822700	1002	174	809	112
PBANKA_0822800	663	78	427	66
PBANKA_0822900	2394	1050	2450	732
PBANKA_0823000	4155	1812	3486	840
PBANKA_0823100	1209	11643	17195	6167
PBANKA_0823200	927	8918	18649	5715
PBANKA_0823300	2868	491	1103	343
PBANKA_0823400	1251	2230	4585	999
PBANKA_0823500	1662	357	1137	234
PBANKA_0823600	1029	429	1367	371
PBANKA_0823700	11175	487	1731	544
PBANKA_0823800	903	38	109	23
PBANKA_0823900	1008	72	179	39
PBANKA_0824000	696	35	165	41
PBANKA_0824100	2256	116	323	93
PBANKA_0824200	2448	423	1290	374
PBANKA_0824300	2973	642	2509	646
PBANKA_0824400	792	1774	4867	1486
PBANKA_0824500	1164	40	135	27
PBANKA_0824600	816	213	492	206
PBANKA_0824700	1929	1321	1956	888
PBANKA_0824800	600	898	1113	528
PBANKA_0824900	3204	666	1131	369
PBANKA_0825000	1791	57	256	66
PBANKA_0825100	2646	128	301	94
PBANKA_0825200	1119	235	386	115
PBANKA_0825300	1965	184	643	195
PBANKA_0825400	3492	307	916	176
PBANKA_0825500	5193	4384	13028	3758
PBANKA_0825600	1731	83	346	67
PBANKA_0825700	264	1170	4190	630
PBANKA_0825800	657	116	292	33
PBANKA_0825900	1059	3112	8118	1744
PBANKA_0826000	942	53	225	32
PBANKA_0826100	1668	19	66	17
PBANKA_0826200	1455	406	886	233
PBANKA_0826300	384	191	366	110
PBANKA_0826400	387	1587	3758	1011
PBANKA_0826500	1344	1277	3311	564
PBANKA_0826600	4110	371	725	275
PBANKA_0826700	669	1042	3352	549
PBANKA_0826800	3783	296	854	202
PBANKA_0826900	8796	835	5194	1227
PBANKA_0827000	156	24	21	12
PBANKA_0827100	3333	1069	2431	630
PBANKA_0827200	1542	119	332	35
PBANKA_0827300	4371	538	1378	1016
PBANKA_0827400	3957	2725	6930	2655
PBANKA_0827500	2631	490	930	231
PBANKA_0827600	3312	1217	2848	479
PBANKA_0827700	645	114	231	50
PBANKA_0827800	468	87	392	89
PBANKA_0827900	579	107	326	87
PBANKA_0828000	3702	1762	4978	1734
PBANKA_0828100	2028	1359	2249	932
PBANKA_0828200	2388	343	1023	204
PBANKA_0828300	339	354	1378	259
PBANKA_0828400	1527	287	1335	227
PBANKA_0828500	927	547	1313	441
PBANKA_0828600	825	762	1282	464
PBANKA_0828700	1062	290	699	208
PBANKA_0828800	312	3767	10105	1728
PBANKA_0828900	1125	787	2973	661
PBANKA_0829000	1899	179	594	126
PBANKA_0829100	591	207	565	134
PBANKA_0829200	672	142	418	60
PBANKA_0829300	396	52	139	14
PBANKA_0829400	327	84	503	51
PBANKA_0829500	3669	114	365	165
PBANKA_0829600	1803	81	344	189
PBANKA_0829700	606	226	569	77
PBANKA_0829800	1167	188	500	98
PBANKA_0829900	870	196	401	90
PBANKA_0830000	840	267	879	191
PBANKA_0830100	1830	82	245	85
PBANKA_0830200	4065	1450	4101	735
PBANKA_0830300	618	516	747	379
PBANKA_0830400	819	11404	18208	6809
PBANKA_0830450	1035	155	423	105
PBANKA_0830500	297	9	59	13
PBANKA_0830600	501	58	273	37
PBANKA_0830700	1575	545	1500	551
PBANKA_0830800	3234	251	367	182
PBANKA_0830900	1914	259	934	220
PBANKA_0831000	5376	1076	4322	276
PBANKA_0831100	2355	470	1585	354
PBANKA_0831200	3819	790	2775	846
PBANKA_0831300	1782	104	384	55
PBANKA_0831400	1248	54	221	23
PBANKA_0831500	12465	439	1673	460
PBANKA_0831600	1263	227	1307	207
PBANKA_0831700	576	85	219	73
PBANKA_0831800	2391	153	646	96
PBANKA_0831900	1641	81	339	46
PBANKA_0832000	687	125	472	58
PBANKA_0832100	1644	91	131	33
PBANKA_0832200	903	49	101	39
PBANKA_0832300	627	75	258	53
PBANKA_0832400	753	107	633	99
PBANKA_0832500	1962	427	1210	309
PBANKA_0832600	828	149	514	101
PBANKA_0832700	825	18	157	14
PBANKA_0832800	306	131	236	65
PBANKA_0832900	2919	247	518	140
PBANKA_0833000	525	4875	11144	1995
PBANKA_0833100	1482	503	1086	425
PBANKA_0833200	1263	534	1117	325
PBANKA_0833300	1569	293	880	158
PBANKA_0833400	666	97	471	57
PBANKA_0833500	2865	105	271	64
PBANKA_0833600	3873	265	520	161
PBANKA_0833700	651	182	938	78
PBANKA_0833800	2178	244	862	179
PBANKA_0833900	2151	190	616	134
PBANKA_0834000	651	153	453	67
PBANKA_0834100	2676	291	1104	170
PBANKA_0834200	813	97	284	45
PBANKA_0834300	3729	548	1775	266
PBANKA_0834400	1440	1296	2537	783
PBANKA_0834500	603	231	586	120
PBANKA_0834600	2121	694	2124	326
PBANKA_0834700	837	436	1311	292
PBANKA_0834800	1662	146	277	66
PBANKA_0834900	2949	322	973	185
PBANKA_0835000	447	72	231	43
PBANKA_0835100	417	61	187	41
PBANKA_0835200	636	378	692	213
PBANKA_0835300	708	610	1513	389
PBANKA_0835400	570	509	2709	220
PBANKA_0835500	1329	1018	2696	698
PBANKA_0835600	1026	180	337	50
PBANKA_0835700	1464	22	119	23
PBANKA_0835800	579	54	366	37
PBANKA_0835900	219	77	289	48
PBANKA_0836000	3495	219	679	153
PBANKA_0836100	366	30	268	23
PBANKA_0836200	2097	185	455	101
PBANKA_0836300	4050	1006	3189	637
PBANKA_0836400	366	11	110	12
PBANKA_0836500	669	61	273	31
PBANKA_0836550	468	5	33	9
PBANKA_0836600	510	21	56	24
PBANKA_0836700	1260	44	146	32
PBANKA_0836800	993	430	1149	268
PBANKA_0836850	933	2	6	5
PBANKA_0836900	1020	60	133	6
PBANKA_0836921	954	2	10	6
PBANKA_0836941	741	8	15	0
PBANKA_0836961	1023	5	19	2
PBANKA_0836981	1935	3	11	2
PBANKA_0837001	939	14	30	11
PBANKA_0837021	2007	0	0	1
PBANKA_0837041	777	0	0	0
PBANKA_0837061	312	0	0	0
PBANKA_0837081	843	1	8	5
PBANKA_0837101	990	20	42	3
PBANKA_0837121	927	168	560	4
PBANKA_0837141	981	69	181	3
PBANKA_0837161	927	0	0	0
PBANKA_0837181	888	0	11	0
PBANKA_0837201	1059	2	2	0
PBANKA_0900600	960	0	0	0
PBANKA_0900900	8322	45	230	44
PBANKA_0901000	984	673	2334	270
PBANKA_0901100	3948	230	800	148
PBANKA_0901200	654	373	1484	204
PBANKA_0901300	5674	296	1264	244
PBANKA_0901400	465	522	1016	375
PBANKA_0901500	1605	86	213	63
PBANKA_0901600	3045	83	273	56
PBANKA_0901700	234	2506	5681	977
PBANKA_0901800	3147	151	581	120
PBANKA_0901900	8541	16444	62009	18612
PBANKA_0902000	309	5	40	5
PBANKA_0902100	9696	65	411	68
PBANKA_0902200	561	171	316	91
PBANKA_0902300	8130	1029	5005	1260
PBANKA_0902400	2316	74	257	50
PBANKA_0902500	2853	799	2214	566
PBANKA_0902600	915	32	101	17
PBANKA_0902700	837	177	313	111
PBANKA_0902800	501	9	35	8
PBANKA_0902900	528	4927	24617	3904
PBANKA_0903000	1989	464	1002	347
PBANKA_0903100	981	165	683	206
PBANKA_0903200	2814	468	720	235
PBANKA_0903300	1128	128	299	63
PBANKA_0903400	2106	229	707	147
PBANKA_0903500	2316	116	251	81
PBANKA_0903600	2445	827	1947	348
PBANKA_0903700	273	221	704	65
PBANKA_0903800	2898	8283	26839	5500
PBANKA_0903900	2940	148	492	84
PBANKA_0904000	1791	755	3473	291
PBANKA_0904100	624	394	673	188
PBANKA_0904200	1479	810	3752	649
PBANKA_0904300	786	274	841	146
PBANKA_0904400	924	67	238	68
PBANKA_0904500	1098	207	549	101
PBANKA_0904600	3576	272	966	314
PBANKA_0904700	120	750	1873	438
PBANKA_0904800	888	66	259	70
PBANKA_0904900	390	1096	2055	361
PBANKA_0905000	249	799	3634	410
PBANKA_0905100	1083	89	226	82
PBANKA_0905200	2358	717	1966	335
PBANKA_0905300	2481	203	654	185
PBANKA_0905400	717	37	256	41
PBANKA_0905500	2541	178	768	112
PBANKA_0905600	468	3031	3571	1954
PBANKA_0905700	1005	155	329	90
PBANKA_0905800	978	148	498	97
PBANKA_0905900	4191	7521	34143	5771
PBANKA_0906000	1047	37	150	44
PBANKA_0906100	1200	66	192	64
PBANKA_0906200	828	155	752	111
PBANKA_0906300	1605	71	199	30
PBANKA_0906400	432	1476	6603	742
PBANKA_0906500	381	213	1504	134
PBANKA_0906600	1443	309	827	163
PBANKA_0906700	4608	482	1456	254
PBANKA_0906800	702	17	36	9
PBANKA_0906900	7011	1020	4615	929
PBANKA_0907000	1899	196	649	135
PBANKA_0907100	1608	5624	22711	3429
PBANKA_0907200	1188	507	1039	312
PBANKA_0907300	936	123	543	53
PBANKA_0907400	771	70	404	31
PBANKA_0907500	900	204	708	164
PBANKA_0907600	792	56	582	39
PBANKA_0907700	2913	382	1414	404
PBANKA_0907800	336	439	817	210
PBANKA_0907900	6483	15093	59492	11436
PBANKA_0908000	2421	145	688	103
PBANKA_0908100	5268	338	832	178
PBANKA_0908200	2103	179	761	188
PBANKA_0908300	5859	817	2449	767
PBANKA_0908400	4599	135	679	88
PBANKA_0908500	4890	576	2118	248
PBANKA_0908600	501	220	489	163
PBANKA_0908700	1095	367	917	158
PBANKA_0908800	948	490	1635	141
PBANKA_0908900	390	635	1325	361
PBANKA_0909000	1902	22	166	36
PBANKA_0909100	597	134	640	63
PBANKA_0909200	6108	252	848	184
PBANKA_0909300	1545	126	277	45
PBANKA_0909400	1785	127	405	90
PBANKA_0909500	1743	1178	2461	901
PBANKA_0909600	6579	1463	4684	1586
PBANKA_0909700	1125	40	592	20
PBANKA_0909800	4443	180	414	128
PBANKA_0909900	4887	377	1307	299
PBANKA_0910000	5193	524	1879	256
PBANKA_0910100	1569	62	195	51
PBANKA_0910200	2364	774	1603	556
PBANKA_0910300	11580	1178	5131	988
PBANKA_0910400	432	9	32	16
PBANKA_0910500	558	11	28	22
PBANKA_0910600	378	23	226	17
PBANKA_0910700	7872	369	1732	308
PBANKA_0910800	2229	57	263	47
PBANKA_0910900	444	88	511	39
PBANKA_0911000	2178	154	679	67
PBANKA_0911100	1290	39	169	19
PBANKA_0911200	510	363	813	119
PBANKA_0911300	1281	94	207	47
PBANKA_0911400	1947	237	551	121
PBANKA_0911500	1341	160	575	104
PBANKA_0911600	897	460	880	408
PBANKA_0911650	200	610	2560	165
PBANKA_0911700	3693	1366	3151	812
PBANKA_0911800	1104	98	541	78
PBANKA_0911900	1266	51	184	42
PBANKA_0912000	3075	322	918	227
PBANKA_0912100	972	918	2407	577
PBANKA_0912200	2400	105	272	59
PBANKA_0912300	3042	539	1384	522
PBANKA_0912400	2034	434	1119	313
PBANKA_0912500	1800	3161	7099	3397
PBANKA_0912600	9744	934	3931	1089
PBANKA_0912700	891	470	732	327
PBANKA_0912800	444	17	98	17
PBANKA_0912900	231	19	279	17
PBANKA_0913000	5121	786	1722	436
PBANKA_0913100	1035	125	350	51
PBANKA_0913200	1248	170	623	131
PBANKA_0913300	2940	105	277	83
PBANKA_0913400	1734	591	1739	286
PBANKA_0913500	693	12	75	10
PBANKA_0913600	1863	322	685	181
PBANKA_0913700	1485	141	422	84
PBANKA_0913800	4425	299	655	234
PBANKA_0913900	4692	338	1310	264
PBANKA_0914000	525	178	333	92
PBANKA_0914100	6288	480	1851	447
PBANKA_0914200	5535	356	1305	248
PBANKA_0914300	1272	230	524	166
PBANKA_0914400	1992	1149	2118	762
PBANKA_0914500	3942	266	715	243
PBANKA_0914600	2373	1861	5269	1570
PBANKA_0914700	1995	227	519	316
PBANKA_0914800	1839	42	119	30
PBANKA_0914900	1155	56	165	31
PBANKA_0915000	1671	257	445	128
PBANKA_0915100	1122	20	61	13
PBANKA_0915200	3834	58	191	45
PBANKA_0915300	3093	449	771	210
PBANKA_0915400	90	658	2149	277
PBANKA_0915500	600	34	302	31
PBANKA_0915600	777	1647	6383	913
PBANKA_0915700	1005	257	375	141
PBANKA_0915800	1089	106	225	102
PBANKA_0915900	4029	40	132	41
PBANKA_0916000	3342	79	221	34
PBANKA_0916100	822	233	1768	152
PBANKA_0916200	1632	574	1387	544
PBANKA_0916300	2739	8	29	10
PBANKA_0916400	2328	719	2087	513
PBANKA_0916500	2157	8	36	32
PBANKA_0916600	3591	521	1514	452
PBANKA_0916650	411	233	568	174
PBANKA_0916700	792	6604	20111	3298
PBANKA_0916800	4527	74	192	72
PBANKA_0916900	1338	201	550	140
PBANKA_0917000	1182	131	542	80
PBANKA_0917100	1887	322	815	192
PBANKA_0917200	435	532	811	214
PBANKA_0917300	3528	230	406	122
PBANKA_0917400	1530	349	1014	255
PBANKA_0917500	4863	936	3823	856
PBANKA_0917700	2277	383	1244	306
PBANKA_0917800	2835	197	925	195
PBANKA_0917900	1356	936	1714	325
PBANKA_0917980	106	8	90	5
PBANKA_0917990	95	33	138	13
PBANKA_0918000	948	3869	6221	1960
PBANKA_0918100	246	74	722	57
PBANKA_0918200	2214	33	127	34
PBANKA_0918300	1503	497	1564	253
PBANKA_0918400	834	50	264	50
PBANKA_0918500	531	234	795	126
PBANKA_0918600	3051	448	1629	296
PBANKA_0918700	1851	31	219	21
PBANKA_0918800	1854	169	346	114
PBANKA_0918900	5364	161	753	103
PBANKA_0919000	1182	189	408	138
PBANKA_0919100	1167	1015	4840	774
PBANKA_0919200	777	81	524	81
PBANKA_0919300	966	499	669	323
PBANKA_0919400	1833	643	1137	255
PBANKA_0919500	1389	54	173	42
PBANKA_0919600	1998	201	1239	113
PBANKA_0919700	1956	120	403	78
PBANKA_0919800	1131	462	1061	246
PBANKA_0919900	4134	1484	3835	1277
PBANKA_0920000	411	205	520	139
PBANKA_0920100	672	136	717	118
PBANKA_0920300	2109	170	399	101
PBANKA_0920400	5709	736	2123	602
PBANKA_0920500	1386	725	1950	476
PBANKA_0920600	2481	110	572	85
PBANKA_0920700	1320	68	212	30
PBANKA_0920800	900	1509	6175	884
PBANKA_0920900	1290	527	1975	295
PBANKA_0921000	471	29	203	40
PBANKA_0921100	858	325	615	383
PBANKA_0921200	213	214	504	103
PBANKA_0921300	528	336	773	256
PBANKA_0921400	867	124	356	55
PBANKA_0921500	261	241	557	174
PBANKA_0921600	2187	470	1782	934
PBANKA_0921700	2478	1475	5942	1220
PBANKA_0921800	1779	175	651	58
PBANKA_0921900	3507	63	324	46
PBANKA_0922000	1221	116	461	125
PBANKA_0922100	471	1131	2934	606
PBANKA_0922200	3165	354	623	162
PBANKA_0922300	2673	530	1169	274
PBANKA_0922400	297	218	312	92
PBANKA_0922500	1668	804	1703	303
PBANKA_0922600	1548	113	526	193
PBANKA_0922700	252	246	871	92
PBANKA_0922800	372	195	494	110
PBANKA_0922900	1323	521	1426	427
PBANKA_0923000	4233	507	1685	442
PBANKA_0923100	669	103	292	65
PBANKA_0923200	1482	145	331	95
PBANKA_0923300	819	7480	14707	4239
PBANKA_0923400	375	581	2089	348
PBANKA_0923500	741	193	975	123
PBANKA_0923600	858	1007	1735	903
PBANKA_0923700	1305	139	487	83
PBANKA_0923800	1770	6	20	12
PBANKA_0923900	429	31	109	20
PBANKA_0924000	1434	514	1062	347
PBANKA_0924100	1104	496	2709	341
PBANKA_0924200	4191	72	218	44
PBANKA_0924300	1398	795	2011	518
PBANKA_0924400	426	231	276	105
PBANKA_0924500	3708	94	411	84
PBANKA_0924600	447	164	267	64
PBANKA_0924700	2193	397	1253	250
PBANKA_0924800	3579	468	1366	308
PBANKA_0924900	1599	882	2068	766
PBANKA_0925000	1773	769	2968	525
PBANKA_0925100	2169	375	1695	216
PBANKA_0925200	5712	1183	3442	772
PBANKA_0925300	5862	761	1929	583
PBANKA_0925400	15531	771	7842	985
PBANKA_0925500	4449	504	1733	349
PBANKA_0925600	798	54	212	31
PBANKA_0925700	5400	199	681	138
PBANKA_0925800	5133	283	1100	268
PBANKA_0925900	2529	226	509	158
PBANKA_0926000	1056	17	112	14
PBANKA_0926100	1344	47	192	45
PBANKA_0926200	1539	116	314	83
PBANKA_0926300	1437	126	578	82
PBANKA_0926400	1587	89	259	77
PBANKA_0926500	4935	2464	10762	1853
PBANKA_0926600	2322	297	1147	255
PBANKA_0926700	501	3382	7734	1072
PBANKA_0926800	1578	155	383	99
PBANKA_0926900	1644	887	1700	636
PBANKA_0927000	4263	260	775	191
PBANKA_0927100	465	146	785	34
PBANKA_0927200	4425	534	1343	323
PBANKA_0927300	873	543	2085	300
PBANKA_0927400	369	140	468	83
PBANKA_0927500	237	92	303	44
PBANKA_0927600	3246	7646	25449	5800
PBANKA_0927700	5670	91	222	91
PBANKA_0927800	2247	98	233	70
PBANKA_0927900	1302	72	356	51
PBANKA_0928000	240	88	576	35
PBANKA_0928100	753	1253	2089	865
PBANKA_0928200	2367	398	2289	303
PBANKA_0928300	3996	225	809	209
PBANKA_0928400	1077	91	464	70
PBANKA_0928500	2916	514	1055	231
PBANKA_0928600	1311	83	174	58
PBANKA_0928700	5331	305	1211	223
PBANKA_0928800	915	318	475	294
PBANKA_0928900	387	114	354	40
PBANKA_0929000	879	29	177	18
PBANKA_0929100	951	369	1985	219
PBANKA_0929200	747	1939	4559	918
PBANKA_0929300	1176	1062	2791	1026
PBANKA_0929400	1890	543	2275	612
